amfi_code,date,nav,daily_return_pct
100016,2022-03-10,520.3416,0.5027
100016,2022-03-11,517.6372,-0.5197
100016,2022-03-12,517.6372,0.0
100016,2022-03-13,517.6372,0.0
100016,2022-03-14,519.2545,0.3124
100016,2022-03-15,518.432,-0.1584
100016,2022-03-16,516.825,-0.31
100016,2022-03-17,525.4534,1.6695
100016,2022-03-18,531.2109,1.0957
100016,2022-03-19,531.2109,0.0
100016,2022-03-20,531.2109,0.0
100016,2022-03-21,532.1264,0.1723
100016,2022-03-22,521.6911,-1.9611
100016,2022-03-23,520.3011,-0.2664
100016,2022-03-24,533.1283,2.4653
100016,2022-03-25,532.3194,-0.1517
100016,2022-03-26,532.3194,0.0
100016,2022-03-27,532.3194,0.0
100016,2022-03-28,537.8012,1.0298
100016,2022-03-29,544.965,1.3321
100016,2022-03-30,546.3002,0.245
100016,2022-03-31,542.5392,-0.6884
100016,2022-04-01,531.285,-2.0744
100016,2022-04-02,531.285,0.0
100016,2022-04-03,531.285,0.0
100016,2022-04-04,534.7762,0.6571
100016,2022-04-05,531.2213,-0.6647
100016,2022-04-06,532.3217,0.2071
100016,2022-04-07,526.7582,-1.0451
100016,2022-04-08,525.7986,-0.1822
100016,2022-04-09,525.7986,0.0
100016,2022-04-10,525.7986,0.0
100016,2022-04-11,526.2264,0.0814
100016,2022-04-12,527.7466,0.2889
100016,2022-04-13,522.8529,-0.9273
100016,2022-04-14,528.6739,1.1133
100016,2022-04-15,526.1696,-0.4737
100016,2022-04-16,526.1696,0.0
100016,2022-04-17,526.1696,0.0
100016,2022-04-18,518.7241,-1.415
100016,2022-04-19,518.493,-0.0446
100016,2022-04-20,518.9178,0.0819
100016,2022-04-21,519.9214,0.1934
100016,2022-04-22,526.4763,1.2607
100016,2022-04-23,526.4763,0.0
100016,2022-04-24,526.4763,0.0
100016,2022-04-25,525.6507,-0.1568
100016,2022-04-26,525.3674,-0.0539
100016,2022-04-27,520.5493,-0.9171
100016,2022-04-28,524.6005,0.7783
100016,2022-04-29,525.7251,0.2144
100016,2022-04-30,525.7251,0.0
100016,2022-05-01,525.7251,0.0
100016,2022-05-02,524.0515,-0.3183
100016,2022-05-03,515.5881,-1.615
100016,2022-05-04,522.4674,1.3343
100016,2022-05-05,517.1078,-1.0258
100016,2022-05-06,514.6837,-0.4688
100016,2022-05-07,514.6837,0.0
100016,2022-05-08,514.6837,0.0
100016,2022-05-09,516.5793,0.3683
100016,2022-05-10,511.4204,-0.9987
100016,2022-05-11,504.9889,-1.2576
100016,2022-05-12,495.8735,-1.8051
100016,2022-05-13,499.2941,0.6898
100016,2022-05-14,499.2941,0.0
100016,2022-05-15,499.2941,0.0
100016,2022-05-16,497.1556,-0.4283
100016,2022-05-17,510.4206,2.6682
100016,2022-05-18,506.2251,-0.822
100016,2022-05-19,502.3871,-0.7582
100016,2022-05-20,500.1462,-0.4461
100016,2022-05-21,500.1462,0.0
100016,2022-05-22,500.1462,0.0
100016,2022-05-23,501.4785,0.2664
100016,2022-05-24,499.6609,-0.3624
100016,2022-05-25,502.6257,0.5934
100016,2022-05-26,498.5637,-0.8082
100016,2022-05-27,492.78,-1.1601
100016,2022-05-28,492.78,0.0
100016,2022-05-29,492.78,0.0
100016,2022-05-30,485.277,-1.5226
100016,2022-05-31,476.0989,-1.8913
100016,2022-06-01,474.1732,-0.4045
100016,2022-06-02,473.1602,-0.2136
100016,2022-06-03,470.7754,-0.504
100016,2022-06-04,470.7754,0.0
100016,2022-06-05,470.7754,0.0
100016,2022-06-06,476.2119,1.1548
100016,2022-06-07,481.6458,1.1411
100016,2022-06-08,480.4735,-0.2434
100016,2022-06-09,473.1759,-1.5188
100016,2022-06-10,471.0598,-0.4472
100016,2022-06-11,471.0598,0.0
100016,2022-06-12,471.0598,0.0
100016,2022-06-13,468.8163,-0.4763
100016,2022-06-14,466.3477,-0.5266
100016,2022-06-15,463.7261,-0.5622
100016,2022-06-16,461.2993,-0.5233
100016,2022-06-17,459.9666,-0.2889
100016,2022-06-18,459.9666,0.0
100016,2022-06-19,459.9666,0.0
100016,2022-06-20,457.6317,-0.5076
100016,2022-06-21,458.7099,0.2356
100016,2022-06-22,460.4075,0.3701
100016,2022-06-23,456.9604,-0.7487
100016,2022-06-24,462.3501,1.1795
100016,2022-06-25,462.3501,0.0
100016,2022-06-26,462.3501,0.0
100016,2022-06-27,458.6076,-0.8095
100016,2022-06-28,452.344,-1.3658
100016,2022-06-29,454.0998,0.3882
100016,2022-06-30,451.0707,-0.6671
100016,2022-07-01,452.584,0.3355
100016,2022-07-02,452.584,0.0
100016,2022-07-03,452.584,0.0
100016,2022-07-04,443.3196,-2.047
100016,2022-07-05,449.0289,1.2879
100016,2022-07-06,451.9322,0.6466
100016,2022-07-07,446.2213,-1.2637
100016,2022-07-08,440.6669,-1.2448
100016,2022-07-09,440.6669,0.0
100016,2022-07-10,440.6669,0.0
100016,2022-07-11,447.4448,1.5381
100016,2022-07-12,444.7739,-0.5969
100016,2022-07-13,441.7416,-0.6818
100016,2022-07-14,433.2246,-1.9281
100016,2022-07-15,432.1093,-0.2574
100016,2022-07-16,432.1093,0.0
100016,2022-07-17,432.1093,0.0
100016,2022-07-18,431.4649,-0.1491
100016,2022-07-19,434.4201,0.6849
100016,2022-07-20,429.3142,-1.1753
100016,2022-07-21,423.8151,-1.2809
100016,2022-07-22,425.7236,0.4503
100016,2022-07-23,425.7236,0.0
100016,2022-07-24,425.7236,0.0
100016,2022-07-25,429.7419,0.9439
100016,2022-07-26,424.047,-1.3252
100016,2022-07-27,428.3319,1.0105
100016,2022-07-28,428.6948,0.0847
100016,2022-07-29,433.0659,1.0196
100016,2022-07-30,433.0659,0.0
100016,2022-07-31,433.0659,0.0
100016,2022-08-01,433.0211,-0.0103
100016,2022-08-02,423.7137,-2.1494
100016,2022-08-03,423.3646,-0.0824
100016,2022-08-04,427.5619,0.9914
100016,2022-08-05,424.424,-0.7339
100016,2022-08-06,424.424,0.0
100016,2022-08-07,424.424,0.0
100016,2022-08-08,423.1925,-0.2902
100016,2022-08-09,422.7537,-0.1037
100016,2022-08-10,412.293,-2.4744
100016,2022-08-11,418.6311,1.5373
100016,2022-08-12,415.5307,-0.7406
100016,2022-08-13,415.5307,0.0
100016,2022-08-14,415.5307,0.0
100016,2022-08-15,417.6036,0.4989
100016,2022-08-16,417.4997,-0.0249
100016,2022-08-17,422.3739,1.1675
100016,2022-08-18,424.1079,0.4105
100016,2022-08-19,423.4485,-0.1555
100016,2022-08-20,423.4485,0.0
100016,2022-08-21,423.4485,0.0
100016,2022-08-22,420.3416,-0.7337
100016,2022-08-23,423.5281,0.7581
100016,2022-08-24,416.803,-1.5879
100016,2022-08-25,419.4003,0.6231
100016,2022-08-26,415.5691,-0.9135
100016,2022-08-27,415.5691,0.0
100016,2022-08-28,415.5691,0.0
100016,2022-08-29,420.401,1.1627
100016,2022-08-30,421.2166,0.194
100016,2022-08-31,423.8348,0.6216
100016,2022-09-01,424.3603,0.124
100016,2022-09-02,418.068,-1.4828
100016,2022-09-03,418.068,0.0
100016,2022-09-04,418.068,0.0
100016,2022-09-05,415.1206,-0.705
100016,2022-09-06,417.805,0.6467
100016,2022-09-07,418.6355,0.1988
100016,2022-09-08,423.2368,1.0991
100016,2022-09-09,424.9639,0.4081
100016,2022-09-10,424.9639,0.0
100016,2022-09-11,424.9639,0.0
100016,2022-09-12,421.5737,-0.7978
100016,2022-09-13,418.8403,-0.6484
100016,2022-09-14,419.437,0.1425
100016,2022-09-15,411.1759,-1.9696
100016,2022-09-16,417.5046,1.5392
100016,2022-09-17,417.5046,0.0
100016,2022-09-18,417.5046,0.0
100016,2022-09-19,419.3505,0.4421
100016,2022-09-20,424.1319,1.1402
100016,2022-09-21,418.4765,-1.3334
100016,2022-09-22,423.3133,1.1558
100016,2022-09-23,431.9494,2.0401
100016,2022-09-24,431.9494,0.0
100016,2022-09-25,431.9494,0.0
100016,2022-09-26,427.1671,-1.1071
100016,2022-09-27,430.305,0.7346
100016,2022-09-28,430.5313,0.0526
100016,2022-09-29,424.9261,-1.3019
100016,2022-09-30,426.9974,0.4874
100016,2022-10-01,426.9974,0.0
100016,2022-10-02,426.9974,0.0
100016,2022-10-03,430.3701,0.7899
100016,2022-10-04,428.3154,-0.4774
100016,2022-10-05,432.9656,1.0857
100016,2022-10-06,426.8679,-1.4084
100016,2022-10-07,421.495,-1.2587
100016,2022-10-08,421.495,0.0
100016,2022-10-09,421.495,0.0
100016,2022-10-10,422.2208,0.1722
100016,2022-10-11,422.5333,0.074
100016,2022-10-12,420.0881,-0.5787
100016,2022-10-13,423.3166,0.7685
100016,2022-10-14,425.5227,0.5211
100016,2022-10-15,425.5227,0.0
100016,2022-10-16,425.5227,0.0
100016,2022-10-17,428.9765,0.8117
100016,2022-10-18,428.7321,-0.057
100016,2022-10-19,431.2389,0.5847
100016,2022-10-20,429.769,-0.3409
100016,2022-10-21,437.8501,1.8803
100016,2022-10-22,437.8501,0.0
100016,2022-10-23,437.8501,0.0
100016,2022-10-24,434.9481,-0.6628
100016,2022-10-25,443.3278,1.9266
100016,2022-10-26,443.6931,0.0824
100016,2022-10-27,438.5694,-1.1548
100016,2022-10-28,444.122,1.2661
100016,2022-10-29,444.122,0.0
100016,2022-10-30,444.122,0.0
100016,2022-10-31,444.8448,0.1627
100016,2022-11-01,448.4277,0.8054
100016,2022-11-02,453.5279,1.1374
100016,2022-11-03,455.1164,0.3503
100016,2022-11-04,452.9791,-0.4696
100016,2022-11-05,452.9791,0.0
100016,2022-11-06,452.9791,0.0
100016,2022-11-07,457.1295,0.9162
100016,2022-11-08,457.3685,0.0523
100016,2022-11-09,460.3808,0.6586
100016,2022-11-10,451.9519,-1.8309
100016,2022-11-11,453.9711,0.4468
100016,2022-11-12,453.9711,0.0
100016,2022-11-13,453.9711,0.0
100016,2022-11-14,451.6546,-0.5103
100016,2022-11-15,458.5248,1.5211
100016,2022-11-16,461.2893,0.6029
100016,2022-11-17,462.5046,0.2635
100016,2022-11-18,464.7322,0.4816
100016,2022-11-19,464.7322,0.0
100016,2022-11-20,464.7322,0.0
100016,2022-11-21,460.8957,-0.8255
100016,2022-11-22,467.7825,1.4942
100016,2022-11-23,476.316,1.8242
100016,2022-11-24,478.216,0.3989
100016,2022-11-25,485.221,1.4648
100016,2022-11-26,485.221,0.0
100016,2022-11-27,485.221,0.0
100016,2022-11-28,483.0407,-0.4493
100016,2022-11-29,479.9044,-0.6493
100016,2022-11-30,480.3253,0.0877
100016,2022-12-01,482.4201,0.4361
100016,2022-12-02,480.9949,-0.2954
100016,2022-12-03,480.9949,0.0
100016,2022-12-04,480.9949,0.0
100016,2022-12-05,483.5309,0.5272
100016,2022-12-06,485.0894,0.3223
100016,2022-12-07,481.0854,-0.8254
100016,2022-12-08,483.5409,0.5104
100016,2022-12-09,487.4889,0.8165
100016,2022-12-10,487.4889,0.0
100016,2022-12-11,487.4889,0.0
100016,2022-12-12,488.4785,0.203
100016,2022-12-13,493.7241,1.0739
100016,2022-12-14,488.7036,-1.0169
100016,2022-12-15,490.9778,0.4654
100016,2022-12-16,486.1873,-0.9757
100016,2022-12-17,486.1873,0.0
100016,2022-12-18,486.1873,0.0
100016,2022-12-19,481.6822,-0.9266
100016,2022-12-20,479.2566,-0.5036
100016,2022-12-21,475.5366,-0.7762
100016,2022-12-22,473.4881,-0.4308
100016,2022-12-23,472.8386,-0.1372
100016,2022-12-24,472.8386,0.0
100016,2022-12-25,472.8386,0.0
100016,2022-12-26,476.5883,0.793
100016,2022-12-27,475.4855,-0.2314
100016,2022-12-28,469.1246,-1.3378
100016,2022-12-29,474.1097,1.0626
100016,2022-12-30,470.8654,-0.6843
100016,2022-12-31,470.8654,0.0
100016,2023-01-01,470.8654,0.0
100016,2023-01-02,470.8644,-0.0002
100016,2023-01-03,472.9663,0.4464
100016,2023-01-04,474.0441,0.2279
100016,2023-01-05,478.8877,1.0218
100016,2023-01-06,481.1631,0.4751
100016,2023-01-07,481.1631,0.0
100016,2023-01-08,481.1631,0.0
100016,2023-01-09,477.7684,-0.7055
100016,2023-01-10,487.2879,1.9925
100016,2023-01-11,488.3757,0.2232
100016,2023-01-12,487.9931,-0.0783
100016,2023-01-13,492.4132,0.9058
100016,2023-01-14,492.4132,0.0
100016,2023-01-15,492.4132,0.0
100016,2023-01-16,493.7523,0.2719
100016,2023-01-17,495.7495,0.4045
100016,2023-01-18,507.0277,2.275
100016,2023-01-19,506.06,-0.1909
100016,2023-01-20,504.9042,-0.2284
100016,2023-01-21,504.9042,0.0
100016,2023-01-22,504.9042,0.0
100016,2023-01-23,505.6844,0.1545
100016,2023-01-24,510.7491,1.0016
100016,2023-01-25,504.268,-1.2689
100016,2023-01-26,495.8578,-1.6678
100016,2023-01-27,493.5515,-0.4651
100016,2023-01-28,493.5515,0.0
100016,2023-01-29,493.5515,0.0
100016,2023-01-30,486.7415,-1.3798
100016,2023-01-31,485.1715,-0.3226
100016,2023-02-01,487.5779,0.496
100016,2023-02-02,484.0122,-0.7313
100016,2023-02-03,478.2065,-1.1995
100016,2023-02-04,478.2065,0.0
100016,2023-02-05,478.2065,0.0
100016,2023-02-06,478.7459,0.1128
100016,2023-02-07,482.6505,0.8156
100016,2023-02-08,475.7347,-1.4329
100016,2023-02-09,479.4358,0.778
100016,2023-02-10,483.1532,0.7754
100016,2023-02-11,483.1532,0.0
100016,2023-02-12,483.1532,0.0
100016,2023-02-13,487.4872,0.897
100016,2023-02-14,493.0082,1.1325
100016,2023-02-15,502.9354,2.0136
100016,2023-02-16,501.6171,-0.2621
100016,2023-02-17,502.3612,0.1483
100016,2023-02-18,502.3612,0.0
100016,2023-02-19,502.3612,0.0
100016,2023-02-20,500.7778,-0.3152
100016,2023-02-21,501.045,0.0534
100016,2023-02-22,508.1265,1.4133
100016,2023-02-23,502.3938,-1.1282
100016,2023-02-24,498.8505,-0.7053
100016,2023-02-25,498.8505,0.0
100016,2023-02-26,498.8505,0.0
100016,2023-02-27,505.2068,1.2742
100016,2023-02-28,510.0352,0.9557
100016,2023-03-01,508.6667,-0.2683
100016,2023-03-02,512.7785,0.8083
100016,2023-03-03,514.5893,0.3531
100016,2023-03-04,514.5893,0.0
100016,2023-03-05,514.5893,0.0
100016,2023-03-06,521.7123,1.3842
100016,2023-03-07,522.3246,0.1174
100016,2023-03-08,527.3425,0.9607
100016,2023-03-09,540.0526,2.4102
100016,2023-03-10,543.1889,0.5807
100016,2023-03-11,543.1889,0.0
100016,2023-03-12,543.1889,0.0
100016,2023-03-13,543.7057,0.0951
100016,2023-03-14,547.4632,0.6911
100016,2023-03-15,545.984,-0.2702
100016,2023-03-16,557.892,2.181
100016,2023-03-17,559.067,0.2106
100016,2023-03-18,559.067,0.0
100016,2023-03-19,559.067,0.0
100016,2023-03-20,558.0108,-0.1889
100016,2023-03-21,554.1991,-0.6831
100016,2023-03-22,559.8766,1.0245
100016,2023-03-23,564.466,0.8197
100016,2023-03-24,562.2856,-0.3863
100016,2023-03-25,562.2856,0.0
100016,2023-03-26,562.2856,0.0
100016,2023-03-27,565.443,0.5615
100016,2023-03-28,558.258,-1.2707
100016,2023-03-29,559.4579,0.2149
100016,2023-03-30,561.9861,0.4519
100016,2023-03-31,570.8065,1.5695
100016,2023-04-01,570.8065,0.0
100016,2023-04-02,570.8065,0.0
100016,2023-04-03,567.2319,-0.6262
100016,2023-04-04,561.1622,-1.0701
100016,2023-04-05,557.0355,-0.7354
100016,2023-04-06,550.7921,-1.1208
100016,2023-04-07,557.6109,1.238
100016,2023-04-08,557.6109,0.0
100016,2023-04-09,557.6109,0.0
100016,2023-04-10,565.5706,1.4275
100016,2023-04-11,567.4627,0.3345
100016,2023-04-12,573.9037,1.1351
100016,2023-04-13,574.8786,0.1699
100016,2023-04-14,574.693,-0.0323
100016,2023-04-15,574.693,0.0
100016,2023-04-16,574.693,0.0
100016,2023-04-17,573.3032,-0.2418
100016,2023-04-18,572.031,-0.2219
100016,2023-04-19,564.5669,-1.3048
100016,2023-04-20,566.1761,0.285
100016,2023-04-21,566.2668,0.016
100016,2023-04-22,566.2668,0.0
100016,2023-04-23,566.2668,0.0
100016,2023-04-24,570.2955,0.7114
100016,2023-04-25,571.0606,0.1342
100016,2023-04-26,570.536,-0.0919
100016,2023-04-27,566.4614,-0.7142
100016,2023-04-28,567.1145,0.1153
100016,2023-04-29,567.1145,0.0
100016,2023-04-30,567.1145,0.0
100016,2023-05-01,571.1134,0.7051
100016,2023-05-02,565.6753,-0.9522
100016,2023-05-03,566.404,0.1288
100016,2023-05-04,567.8622,0.2574
100016,2023-05-05,564.5686,-0.58
100016,2023-05-06,564.5686,0.0
100016,2023-05-07,564.5686,0.0
100016,2023-05-08,561.939,-0.4658
100016,2023-05-09,563.3736,0.2553
100016,2023-05-10,558.0581,-0.9435
100016,2023-05-11,560.0718,0.3608
100016,2023-05-12,555.9534,-0.7353
100016,2023-05-13,555.9534,0.0
100016,2023-05-14,555.9534,0.0
100016,2023-05-15,561.4787,0.9938
100016,2023-05-16,573.4711,2.1359
100016,2023-05-17,569.4279,-0.705
100016,2023-05-18,572.4122,0.5241
100016,2023-05-19,569.0487,-0.5876
100016,2023-05-20,569.0487,0.0
100016,2023-05-21,569.0487,0.0
100016,2023-05-22,574.5931,0.9743
100016,2023-05-23,568.5103,-1.0586
100016,2023-05-24,571.2196,0.4766
100016,2023-05-25,567.1312,-0.7157
100016,2023-05-26,566.3889,-0.1309
100016,2023-05-27,566.3889,0.0
100016,2023-05-28,566.3889,0.0
100016,2023-05-29,561.5519,-0.854
100016,2023-05-30,565.9312,0.7799
100016,2023-05-31,562.059,-0.6842
100016,2023-06-01,565.0931,0.5398
100016,2023-06-02,563.6716,-0.2516
100016,2023-06-03,563.6716,0.0
100016,2023-06-04,563.6716,0.0
100016,2023-06-05,563.3934,-0.0494
100016,2023-06-06,564.4191,0.1821
100016,2023-06-07,560.929,-0.6184
100016,2023-06-08,562.2606,0.2374
100016,2023-06-09,570.1945,1.4111
100016,2023-06-10,570.1945,0.0
100016,2023-06-11,570.1945,0.0
100016,2023-06-12,566.5874,-0.6326
100016,2023-06-13,572.7685,1.0909
100016,2023-06-14,580.6856,1.3823
100016,2023-06-15,576.8184,-0.666
100016,2023-06-16,569.7576,-1.2241
100016,2023-06-17,569.7576,0.0
100016,2023-06-18,569.7576,0.0
100016,2023-06-19,571.5717,0.3184
100016,2023-06-20,569.1125,-0.4303
100016,2023-06-21,578.8674,1.7141
100016,2023-06-22,579.3439,0.0823
100016,2023-06-23,575.5565,-0.6537
100016,2023-06-24,575.5565,0.0
100016,2023-06-25,575.5565,0.0
100016,2023-06-26,570.057,-0.9555
100016,2023-06-27,575.8598,1.0179
100016,2023-06-28,573.262,-0.4511
100016,2023-06-29,573.7795,0.0903
100016,2023-06-30,578.9351,0.8985
100016,2023-07-01,578.9351,0.0
100016,2023-07-02,578.9351,0.0
100016,2023-07-03,576.7654,-0.3748
100016,2023-07-04,576.8293,0.0111
100016,2023-07-05,577.0426,0.037
100016,2023-07-06,580.8301,0.6564
100016,2023-07-07,584.1654,0.5742
100016,2023-07-08,584.1654,0.0
100016,2023-07-09,584.1654,0.0
100016,2023-07-10,583.3333,-0.1424
100016,2023-07-11,583.962,0.1078
100016,2023-07-12,582.3508,-0.2759
100016,2023-07-13,575.1079,-1.2437
100016,2023-07-14,576.7133,0.2791
100016,2023-07-15,576.7133,0.0
100016,2023-07-16,576.7133,0.0
100016,2023-07-17,586.7206,1.7352
100016,2023-07-18,582.4661,-0.7251
100016,2023-07-19,578.8072,-0.6282
100016,2023-07-20,574.6758,-0.7138
100016,2023-07-21,578.6584,0.693
100016,2023-07-22,578.6584,0.0
100016,2023-07-23,578.6584,0.0
100016,2023-07-24,581.2514,0.4481
100016,2023-07-25,580.7388,-0.0882
100016,2023-07-26,576.3533,-0.7552
100016,2023-07-27,577.1207,0.1331
100016,2023-07-28,569.5056,-1.3195
100016,2023-07-29,569.5056,0.0
100016,2023-07-30,569.5056,0.0
100016,2023-07-31,570.5207,0.1782
100016,2023-08-01,575.2193,0.8236
100016,2023-08-02,569.2005,-1.0463
100016,2023-08-03,561.849,-1.2915
100016,2023-08-04,570.0239,1.455
100016,2023-08-05,570.0239,0.0
100016,2023-08-06,570.0239,0.0
100016,2023-08-07,567.2493,-0.4868
100016,2023-08-08,573.2563,1.059
100016,2023-08-09,572.7737,-0.0842
100016,2023-08-10,572.2513,-0.0912
100016,2023-08-11,574.7646,0.4392
100016,2023-08-12,574.7646,0.0
100016,2023-08-13,574.7646,0.0
100016,2023-08-14,570.5953,-0.7254
100016,2023-08-15,571.5572,0.1686
100016,2023-08-16,569.9315,-0.2844
100016,2023-08-17,563.6234,-1.1068
100016,2023-08-18,565.5951,0.3498
100016,2023-08-19,565.5951,0.0
100016,2023-08-20,565.5951,0.0
100016,2023-08-21,564.5744,-0.1805
100016,2023-08-22,564.0841,-0.0868
100016,2023-08-23,558.3838,-1.0105
100016,2023-08-24,566.5681,1.4657
100016,2023-08-25,571.2603,0.8282
100016,2023-08-26,571.2603,0.0
100016,2023-08-27,571.2603,0.0
100016,2023-08-28,576.4358,0.906
100016,2023-08-29,575.1817,-0.2176
100016,2023-08-30,566.7691,-1.4626
100016,2023-08-31,576.9127,1.7897
100016,2023-09-01,576.8994,-0.0023
100016,2023-09-02,576.8994,0.0
100016,2023-09-03,576.8994,0.0
100016,2023-09-04,573.398,-0.6069
100016,2023-09-05,575.8066,0.4201
100016,2023-09-06,582.0642,1.0868
100016,2023-09-07,582.2461,0.0313
100016,2023-09-08,589.1525,1.1862
100016,2023-09-09,589.1525,0.0
100016,2023-09-10,589.1525,0.0
100016,2023-09-11,595.1135,1.0118
100016,2023-09-12,589.7951,-0.8937
100016,2023-09-13,586.6033,-0.5412
100016,2023-09-14,591.8832,0.9001
100016,2023-09-15,578.1898,-2.3135
100016,2023-09-16,578.1898,0.0
100016,2023-09-17,578.1898,0.0
100016,2023-09-18,577.7262,-0.0802
100016,2023-09-19,570.7762,-1.203
100016,2023-09-20,568.6757,-0.368
100016,2023-09-21,567.4716,-0.2117
100016,2023-09-22,565.9735,-0.264
100016,2023-09-23,565.9735,0.0
100016,2023-09-24,565.9735,0.0
100016,2023-09-25,563.5143,-0.4345
100016,2023-09-26,558.376,-0.9118
100016,2023-09-27,570.0712,2.0945
100016,2023-09-28,579.8367,1.713
100016,2023-09-29,574.2208,-0.9685
100016,2023-09-30,574.2208,0.0
100016,2023-10-01,574.2208,0.0
100016,2023-10-02,582.5895,1.4574
100016,2023-10-03,580.8402,-0.3003
100016,2023-10-04,581.8024,0.1657
100016,2023-10-05,581.7779,-0.0042
100016,2023-10-06,578.7012,-0.5288
100016,2023-10-07,578.7012,0.0
100016,2023-10-08,578.7012,0.0
100016,2023-10-09,584.0455,0.9235
100016,2023-10-10,584.996,0.1627
100016,2023-10-11,582.8431,-0.368
100016,2023-10-12,576.473,-1.0929
100016,2023-10-13,572.2429,-0.7338
100016,2023-10-14,572.2429,0.0
100016,2023-10-15,572.2429,0.0
100016,2023-10-16,564.3101,-1.3863
100016,2023-10-17,564.6621,0.0624
100016,2023-10-18,559.0226,-0.9987
100016,2023-10-19,558.0026,-0.1825
100016,2023-10-20,565.0774,1.2679
100016,2023-10-21,565.0774,0.0
100016,2023-10-22,565.0774,0.0
100016,2023-10-23,571.3805,1.1154
100016,2023-10-24,571.5127,0.0231
100016,2023-10-25,571.3686,-0.0252
100016,2023-10-26,581.22,1.7242
100016,2023-10-27,584.1967,0.5121
100016,2023-10-28,584.1967,0.0
100016,2023-10-29,584.1967,0.0
100016,2023-10-30,582.8108,-0.2372
100016,2023-10-31,575.8241,-1.1988
100016,2023-11-01,578.126,0.3998
100016,2023-11-02,582.6704,0.7861
100016,2023-11-03,579.7325,-0.5042
100016,2023-11-04,579.7325,0.0
100016,2023-11-05,579.7325,0.0
100016,2023-11-06,581.5232,0.3089
100016,2023-11-07,579.9607,-0.2687
100016,2023-11-08,579.3189,-0.1107
100016,2023-11-09,567.0393,-2.1197
100016,2023-11-10,566.2233,-0.1439
100016,2023-11-11,566.2233,0.0
100016,2023-11-12,566.2233,0.0
100016,2023-11-13,571.3794,0.9106
100016,2023-11-14,568.4997,-0.504
100016,2023-11-15,569.0566,0.098
100016,2023-11-16,565.5671,-0.6132
100016,2023-11-17,567.6605,0.3701
100016,2023-11-18,567.6605,0.0
100016,2023-11-19,567.6605,0.0
100016,2023-11-20,566.87,-0.1393
100016,2023-11-21,562.4839,-0.7737
100016,2023-11-22,569.4269,1.2343
100016,2023-11-23,574.4072,0.8746
100016,2023-11-24,571.6459,-0.4807
100016,2023-11-25,571.6459,0.0
100016,2023-11-26,571.6459,0.0
100016,2023-11-27,574.4572,0.4918
100016,2023-11-28,577.4842,0.5269
100016,2023-11-29,581.0643,0.6199
100016,2023-11-30,572.7421,-1.4322
100016,2023-12-01,578.1473,0.9437
100016,2023-12-02,578.1473,0.0
100016,2023-12-03,578.1473,0.0
100016,2023-12-04,575.5467,-0.4498
100016,2023-12-05,574.0293,-0.2636
